project_id,project_name,project_type,region,site,capacity,total_cost_usd,civil_cost,mechanical_cost,electrical_cost,automation_cost,contingency_pct,execution_year,country
P-2030-507,Quality Lab Upgrade Project 507,Quality Lab Upgrade,Latin America,Lima Plant,685,139223274.28,21297843.38,66024356.83,24255678.81,11776812.85,0.055,2030,Chile
P-2030-508,Processing System Project 508,Utilities Upgrade,Latin America,Bogota Plant,193,86157971.88,11963154.73,39124303.6,13827407.82,9369077.89,0.074,2030,Chile
P-2030-509,Utilities Upgrade Project 509,Utilities Upgrade,Latin America,Sao Paulo Plant,237,54541996.95,8209192.61,21111092.84,11185174.61,4911918.27,0.122,2030,Chile
P-2030-510,Processing System Project 510,Utilities Upgrade,Latin America,Lima Plant,245,59261233.78,7635981.17,26131714.43,10788265.86,5611916.71,0.096,2030,Chile
P-2030-511,Filling Line Project 511,Utilities Upgrade,Latin America,Sao Paulo Plant,727,70961083.06,9660988.44,31814122.13,14140180.13,5903615.08,0.069,2030,Chile
P-2030-512,Warehouse Automation Project 512,Warehouse Automation,Latin America,Bogota Plant,100,89496239.84,19236943.55,37667770.95,11513179.3,8817007.85,0.096,2030,Chile
P-2030-513,Quality Lab Upgrade Project 513,Warehouse Automation,Latin America,Monterrey Plant,425,37781472.51,3836439.47,18883983.46,7372542.36,2886676.79,0.076,2030,Chile
P-2030-514,Warehouse Automation Project 514,Warehouse Automation,Latin America,Monterrey Plant,644,78626814.43,7266154.75,43800703.24,13742351.35,5087187.55,0.061,2030,Chile
P-2030-515,Filling Line Project 515,Warehouse Automation,Latin America,Sao Paulo Plant,763,81672801.71,8591085.36,44668497.35,12980149.45,5922875.78,0.05,2030,Chile
P-2030-516,Filling Line Project 516,Filling Line,Asia Pacific,Guangzhou Plant,471,108637960.55,15583651.05,54909018.34,18053599.15,6459544.92,0.055,2030,China
P-2030-517,Warehouse Automation Project 517,Filling Line,Asia Pacific,Bangkok Plant,128,96970865.6,18268697.25,44363269.38,14964381.77,6452561.59,0.104,2030,China
P-2030-518,Filling Line Project 518,Filling Line,Asia Pacific,Sydney Plant,746,76256058.44,14114297.27,30766772.86,14768071.66,7932532.47,0.05,2030,China
P-2030-519,Quality Lab Upgrade Project 519,Packaging Line,Asia Pacific,Singapore Plant,452,45169386.2,7018480.11,17986023.48,8126021.05,5756227.79,0.103,2030,China
P-2030-520,Packaging Line Project 520,Packaging Line,Asia Pacific,Bangkok Plant,502,57321110.66,7438463.18,21383530.97,10801825.46,6766082.63,0.136,2030,China
P-2030-521,Packaging Line Project 521,Packaging Line,Asia Pacific,Guangzhou Plant,567,155145016.02,26279606.75,67586039.75,28582257.68,13031664.67,0.055,2030,China
P-2030-522,Quality Lab Upgrade Project 522,Quality Lab Upgrade,Asia Pacific,Singapore Plant,592,21510802.87,2712124.43,10528961.41,2444736.64,2041979.78,0.128,2030,China
P-2030-523,Quality Lab Upgrade Project 523,Quality Lab Upgrade,Asia Pacific,Guangzhou Plant,398,28404147.69,3621369.5,13961602.07,5694547.58,1698047.3,0.05,2030,China
P-2030-524,Quality Lab Upgrade Project 524,Quality Lab Upgrade,Asia Pacific,Bangkok Plant,108,118062414.45,19742593.77,59346129.65,12749406.33,9444136.77,0.099,2030,China
P-2030-525,Quality Lab Upgrade Project 525,Quality Lab Upgrade,Asia Pacific,Sydney Plant,346,26250122.45,4338571.0,11327062.01,5737199.96,1665218.0,0.056,2030,China
P-2030-526,Processing System Project 526,Utilities Upgrade,Asia Pacific,Singapore Plant,406,82876473.32,9723535.64,38332973.17,17389136.31,6978093.9,0.081,2030,China
P-2030-527,Utilities Upgrade Project 527,Utilities Upgrade,Asia Pacific,Bangkok Plant,524,63660156.0,9353328.33,23699199.42,13034749.26,3939134.2,0.199,2030,China
P-2030-528,Utilities Upgrade Project 528,Utilities Upgrade,Asia Pacific,Guangzhou Plant,339,64602634.71,7164925.95,29060730.62,12527750.72,5206483.33,0.099,2030,China
P-2030-529,Packaging Line Project 529,Warehouse Automation,Asia Pacific,Singapore Plant,993,60698309.68,6091390.14,28250499.85,7861220.33,6022159.93,0.196,2030,China
P-2030-530,Mixing & Blending Project 530,Warehouse Automation,Asia Pacific,Singapore Plant,1252,91293000.57,10180924.0,40086103.55,11496580.84,9846334.62,0.199,2030,China
P-2030-531,Warehouse Automation Project 531,Warehouse Automation,Asia Pacific,Bangkok Plant,1038,184272635.22,21628741.39,85331935.31,23960637.87,19035396.51,0.123,2030,China
P-2030-532,Packaging Line Project 532,Filling Line,Latin America,Sao Paulo Plant,523,114794072.62,17109223.72,58211006.05,18566825.86,8091618.71,0.054,2030,Colombia
P-2030-533,Filling Line Project 533,Filling Line,Latin America,Monterrey Plant,316,84581178.98,12203720.1,41846058.92,12919957.6,5516320.23,0.05,2030,Colombia
P-2030-534,Mixing & Blending Project 534,Filling Line,Latin America,Sao Paulo Plant,345,102420012.17,16035144.25,48284905.4,17622394.35,7761557.41,0.055,2030,Colombia
P-2030-535,Packaging Line Project 535,Packaging Line,Latin America,Bogota Plant,551,55018209.85,10055538.88,24806046.27,10028291.54,3318773.27,0.05,2030,Colombia
P-2030-536,Packaging Line Project 536,Packaging Line,Latin America,Sao Paulo Plant,371,148274417.78,26280597.7,66519165.97,26464885.52,9097878.16,0.088,2030,Colombia
P-2030-537,Quality Lab Upgrade Project 537,Packaging Line,Latin America,Lima Plant,413,39772859.18,5747489.75,17038869.44,5310899.84,3805457.86,0.147,2030,Colombia
P-2030-538,Quality Lab Upgrade Project 538,Packaging Line,Latin America,Bogota Plant,520,55130753.23,8889809.54,24965967.07,6831651.47,3981694.62,0.149,2030,Colombia
P-2030-539,Packaging Line Project 539,Plant Expansion,Latin America,Bogota Plant,291,74132457.07,7644880.19,32133227.65,13801542.14,7282648.2,0.161,2030,Colombia
P-2030-540,Plant Expansion Project 540,Plant Expansion,Latin America,Bogota Plant,593,42206288.19,6527174.37,19154741.6,8627400.7,2281989.92,0.072,2030,Colombia
P-2030-541,Plant Expansion Project 541,Plant Expansion,Latin America,Lima Plant,628,52281192.26,8390891.65,26095318.05,8810558.46,2955434.26,0.05,2030,Colombia
P-2030-542,Plant Expansion Project 542,Plant Expansion,Latin America,Sao Paulo Plant,244,104723380.27,17945183.88,48310010.15,14954155.44,5524147.43,0.115,2030,Colombia
P-2030-543,Quality Lab Upgrade Project 543,Quality Lab Upgrade,Latin America,Sao Paulo Plant,411,154077455.53,21961671.48,60804866.9,26387357.7,17873356.9,0.124,2030,Colombia
P-2030-544,Quality Lab Upgrade Project 544,Quality Lab Upgrade,Latin America,Lima Plant,257,48365917.16,7436689.92,18394447.36,10133175.17,5179219.12,0.087,2030,Colombia
P-2030-545,Quality Lab Upgrade Project 545,Quality Lab Upgrade,Latin America,Sao Paulo Plant,825,98327214.7,12589922.43,41899728.6,18421236.84,6993522.51,0.174,2030,Colombia
P-2030-546,Plant Expansion Project 546,Utilities Upgrade,Latin America,Monterrey Plant,976,171794084.41,17280009.07,81256880.53,28903179.43,12977819.99,0.137,2030,Colombia
P-2030-547,Utilities Upgrade Project 547,Utilities Upgrade,Latin America,Lima Plant,246,103461826.8,13779122.34,44541593.82,17003630.64,8929071.43,0.119,2030,Colombia
P-2030-548,Utilities Upgrade Project 548,Utilities Upgrade,Latin America,Sao Paulo Plant,470,73418812.39,11258445.5,28526648.65,13357547.1,8775005.52,0.123,2030,Colombia
P-2030-549,Utilities Upgrade Project 549,Utilities Upgrade,Latin America,Bogota Plant,266,83881856.65,10871050.98,36670686.72,13317674.59,7869581.51,0.118,2030,Colombia
P-2030-550,Warehouse Automation Project 550,Warehouse Automation,Latin America,Sao Paulo Plant,120,107549762.98,25419730.63,41043680.56,13775319.62,9008094.7,0.103,2030,Colombia
P-2030-551,Packaging Line Project 551,Warehouse Automation,Latin America,Sao Paulo Plant,717,76940815.69,9841967.32,34244043.52,10937880.73,5851081.56,0.193,2030,Colombia
P-2030-552,Warehouse Automation Project 552,Warehouse Automation,Latin America,Bogota Plant,688,92270030.44,7614000.96,46438107.05,17643525.79,5948464.59,0.093,2030,Colombia
P-2030-553,Processing System Project 553,Warehouse Automation,Latin America,Bogota Plant,675,87653405.64,8004474.99,44732155.51,16981447.1,6693732.45,0.071,2030,Colombia
P-2030-554,Mixing & Blending Project 554,Mixing & Blending,Middle East & Africa,Johannesburg Plant,589,31187515.37,4146859.7,15983843.99,5105225.66,1846426.72,0.05,2030,Egypt
P-2030-555,Mixing & Blending Project 555,Mixing & Blending,Middle East & Africa,Riyadh Plant,568,40431564.17,6204505.82,18837328.24,6781256.23,2622496.17,0.059,2030,Egypt
P-2030-556,Plant Expansion Project 556,Mixing & Blending,Middle East & Africa,Cairo Plant,532,41196085.06,7097227.85,20980952.21,6951841.07,2302665.87,0.05,2030,Egypt
P-2030-557,Processing System Project 557,Mixing & Blending,Middle East & Africa,Cairo Plant,677,18127407.43,1347703.34,6989132.24,4551130.7,1554244.44,0.173,2030,Egypt
P-2030-558,Packaging Line Project 558,Packaging Line,Middle East & Africa,Johannesburg Plant,881,97120752.51,15953830.55,38824197.44,19852859.69,10949973.59,0.05,2030,Egypt
P-2030-559,Packaging Line Project 559,Packaging Line,Middle East & Africa,Dubai Plant,579,89318670.79,15407890.33,36201487.69,12120609.47,8868183.98,0.12,2030,Egypt
P-2030-560,Packaging Line Project 560,Packaging Line,Middle East & Africa,Dubai Plant,633,22170848.64,2593463.9,11027483.55,4189313.84,1424207.97,0.075,2030,Egypt
P-2030-561,Packaging Line Project 561,Packaging Line,Middle East & Africa,Johannesburg Plant,700,83758972.0,15653816.24,32349303.34,13189881.15,9374854.21,0.132,2030,Egypt
P-2030-562,Plant Expansion Project 562,Plant Expansion,Middle East & Africa,Dubai Plant,857,128234001.25,23188246.43,45652019.79,21497900.13,16683988.88,0.112,2030,Egypt
P-2030-563,Plant Expansion Project 563,Plant Expansion,Middle East & Africa,Dubai Plant,100,110962302.12,16364515.52,52998310.09,14456382.58,11113657.04,0.101,2030,Egypt
P-2030-564,Quality Lab Upgrade Project 564,Processing System,Middle East & Africa,Johannesburg Plant,707,6619345.31,493833.71,2959811.06,1453971.05,602718.63,0.14,2030,Egypt
P-2030-565,Processing System Project 565,Processing System,Middle East & Africa,Dubai Plant,972,159013898.82,20537886.95,76217831.49,23125263.13,18035030.81,0.059,2030,Egypt
P-2030-566,Processing System Project 566,Processing System,Middle East & Africa,Johannesburg Plant,608,75342443.53,8326851.87,38451259.0,9570882.76,5500283.54,0.139,2030,Egypt
P-2030-567,Processing System Project 567,Processing System,Middle East & Africa,Johannesburg Plant,747,13770263.57,962023.02,6204853.06,2790837.58,1210311.69,0.163,2030,Egypt
P-2030-568,Plant Expansion Project 568,Quality Lab Upgrade,Middle East & Africa,Riyadh Plant,419,95502163.17,12263023.35,40172599.61,17334367.05,4514575.02,0.2,2030,Egypt
P-2030-569,Quality Lab Upgrade Project 569,Quality Lab Upgrade,Middle East & Africa,Johannesburg Plant,289,45533175.84,5547326.67,18470167.21,8691436.58,3386141.9,0.174,2030,Egypt
P-2030-570,Plant Expansion Project 570,Quality Lab Upgrade,Middle East & Africa,Riyadh Plant,800,39247537.38,2931685.61,15653401.87,8857753.87,3988660.49,0.172,2030,Egypt
P-2030-571,Quality Lab Upgrade Project 571,Quality Lab Upgrade,Middle East & Africa,Riyadh Plant,430,18424867.66,2170894.51,9237340.31,3269476.66,1118785.0,0.086,2030,Egypt
P-2030-572,Utilities Upgrade Project 572,Utilities Upgrade,Middle East & Africa,Riyadh Plant,758,15247298.45,1566350.93,7518639.42,2048071.25,1152161.39,0.176,2030,Egypt
P-2030-573,Utilities Upgrade Project 573,Utilities Upgrade,Middle East & Africa,Riyadh Plant,696,35905886.79,5338399.04,17752326.9,4382434.63,3683858.15,0.066,2030,Egypt
P-2030-574,Warehouse Automation Project 574,Utilities Upgrade,Middle East & Africa,Riyadh Plant,615,21591243.45,2892752.01,10416234.08,2591697.87,1415052.65,0.169,2030,Egypt
P-2030-575,Utilities Upgrade Project 575,Utilities Upgrade,Middle East & Africa,Dubai Plant,110,120952288.4,12449803.36,52046103.73,25245054.0,10476058.07,0.098,2030,Egypt
P-2030-576,Warehouse Automation Project 576,Warehouse Automation,Middle East & Africa,Dubai Plant,717,69957474.73,9240294.72,32836544.97,11309168.79,5195306.15,0.135,2030,Egypt
P-2030-577,Warehouse Automation Project 577,Warehouse Automation,Middle East & Africa,Dubai Plant,769,82002924.66,10090904.91,36969699.73,15084140.52,6033352.95,0.134,2030,Egypt
P-2030-578,Quality Lab Upgrade Project 578,Warehouse Automation,Middle East & Africa,Dubai Plant,858,55595326.23,9207041.03,20601216.87,11889439.87,6379991.04,0.092,2030,Egypt
P-2030-579,Filling Line Project 579,Warehouse Automation,Middle East & Africa,Riyadh Plant,1209,21090308.44,1790640.45,9811566.59,2794995.3,2022469.16,0.2,2030,Egypt
P-2030-580,Mixing & Blending Project 580,Mixing & Blending,Europe,Modena Plant,1007,22737235.36,3640099.62,10078229.6,2974328.45,2796795.07,0.082,2030,France
P-2030-581,Mixing & Blending Project 581,Mixing & Blending,Europe,Le Havre Plant,843,25697525.49,4515916.54,11096383.04,3037449.39,2907832.22,0.105,2030,France
P-2030-582,Processing System Project 582,Mixing & Blending,Europe,Warsaw Plant,885,23269801.65,3941336.05,9530628.77,3228289.97,2992867.3,0.109,2030,France
P-2030-583,Packaging Line Project 583,Packaging Line,Europe,Warsaw Plant,208,36431065.3,4540806.77,13896593.47,8238613.8,2209089.6,0.194,2030,France
P-2030-584,Plant Expansion Project 584,Plant Expansion,Europe,Modena Plant,404,58668459.11,8285555.41,26864765.01,9738108.28,5369424.29,0.074,2030,France
P-2030-585,Filling Line Project 585,Processing System,Europe,Le Havre Plant,411,26591315.8,4341241.26,12639573.83,4839099.07,1606675.15,0.058,2030,France
P-2030-586,Utilities Upgrade Project 586,Utilities Upgrade,Europe,Warsaw Plant,100,76276530.53,14201706.05,34303341.45,9721617.09,6054241.3,0.094,2030,France
P-2030-587,Utilities Upgrade Project 587,Utilities Upgrade,Europe,Modena Plant,604,64528423.18,7773305.14,28206425.63,7893833.09,7804177.92,0.167,2030,France
P-2030-588,Utilities Upgrade Project 588,Utilities Upgrade,Europe,Modena Plant,643,160926019.92,21850913.98,76084724.71,21793907.63,15926483.55,0.115,2030,France
P-2030-589,Plant Expansion Project 589,Utilities Upgrade,Europe,Le Havre Plant,501,133004989.9,20674533.77,63253191.47,15778396.96,10748250.35,0.131,2030,France
P-2030-590,Plant Expansion Project 590,Plant Expansion,Europe,Modena Plant,445,51505491.73,8837789.39,22397942.45,8958529.98,4962979.01,0.089,2030,Germany
P-2030-591,Mixing & Blending Project 591,Quality Lab Upgrade,Europe,Modena Plant,427,72157660.73,10689842.36,36019764.85,11180184.48,4635073.45,0.05,2030,Germany
P-2030-592,Warehouse Automation Project 592,Quality Lab Upgrade,Europe,Manchester Plant,409,43741191.67,6647255.66,23284492.42,6691083.64,2539087.82,0.05,2030,Germany
P-2030-593,Warehouse Automation Project 593,Quality Lab Upgrade,Europe,Modena Plant,426,41996779.11,7028006.68,20810477.62,7115880.78,2327785.96,0.05,2030,Germany
P-2030-594,Mixing & Blending Project 594,Quality Lab Upgrade,Europe,Manchester Plant,817,168153584.29,21851659.09,78216287.33,25303750.89,14190883.21,0.122,2030,Germany
P-2030-595,Plant Expansion Project 595,Utilities Upgrade,Europe,Warsaw Plant,626,195341952.37,22819166.51,95476632.55,26042141.1,20583129.54,0.099,2030,Germany
P-2030-596,Utilities Upgrade Project 596,Utilities Upgrade,Europe,Le Havre Plant,119,87855254.16,14318021.74,44358255.47,9460405.58,6298757.43,0.097,2030,Germany
P-2030-597,Utilities Upgrade Project 597,Utilities Upgrade,Europe,Warsaw Plant,680,66223217.17,9866751.56,25501968.03,14831733.58,7703462.26,0.074,2030,Germany
P-2030-598,Warehouse Automation Project 598,Warehouse Automation,Europe,Warsaw Plant,774,23048993.98,2838190.16,9622766.03,6108049.74,1132505.91,0.097,2030,Germany
P-2030-599,Packaging Line Project 599,Warehouse Automation,Europe,Le Havre Plant,752,56402884.57,8333050.94,24442425.57,10060066.58,8009346.23,0.05,2030,Germany
P-2030-600,Warehouse Automation Project 600,Warehouse Automation,Europe,Manchester Plant,658,73755891.05,15294181.26,33025718.8,10203481.64,6242601.64,0.068,2030,Germany
P-2030-601,Filling Line Project 601,Filling Line,Asia Pacific,Guangzhou Plant,570,52614135.8,10268948.89,22660372.7,9316686.24,5570516.14,0.05,2030,India
P-2030-602,Processing System Project 602,Filling Line,Asia Pacific,Singapore Plant,604,59424905.26,11509531.51,24240133.11,9337850.9,6274027.9,0.065,2030,India
P-2030-603,Mixing & Blending Project 603,Filling Line,Asia Pacific,Sydney Plant,420,187848657.61,27663762.51,71907843.48,38505533.49,16047512.34,0.166,2030,India
P-2030-604,Warehouse Automation Project 604,Filling Line,Asia Pacific,Guangzhou Plant,126,79372475.25,15855508.75,33331099.18,10852108.31,6587947.09,0.104,2030,India
P-2030-605,Processing System Project 605,Processing System,Asia Pacific,Singapore Plant,273,67573787.9,10247629.97,29842580.45,12139063.31,5546109.49,0.09,2030,India
P-2030-606,Processing System Project 606,Processing System,Asia Pacific,Bangkok Plant,402,161068867.11,21916328.75,62491889.68,27844902.52,16352111.33,0.16,2030,India
P-2030-607,Processing System Project 607,Processing System,Asia Pacific,Singapore Plant,773,136260243.35,15666417.75,58290846.15,21913439.4,17112722.28,0.115,2030,India
P-2030-608,Warehouse Automation Project 608,Warehouse Automation,Asia Pacific,Sydney Plant,497,47003254.33,8425334.82,16008915.77,9477052.87,4615363.71,0.131,2030,India
P-2030-609,Filling Line Project 609,Warehouse Automation,Asia Pacific,Guangzhou Plant,779,90014145.71,9097999.83,46438362.86,9372604.17,7102873.68,0.163,2030,India
P-2030-610,Warehouse Automation Project 610,Warehouse Automation,Asia Pacific,Sydney Plant,860,146649003.22,15718003.73,67649535.82,18512249.01,18115184.95,0.131,2030,India
P-2030-611,Processing System Project 611,Warehouse Automation,Asia Pacific,Bangkok Plant,1161,235444250.21,24705890.29,110688578.51,31815549.97,26603539.09,0.139,2030,India
P-2030-612,Plant Expansion Project 612,Plant Expansion,Europe,Modena Plant,1097,133785473.82,21357387.65,55264906.32,26182242.83,17971370.55,0.05,2030,Italy
P-2030-613,Plant Expansion Project 613,Plant Expansion,Europe,Warsaw Plant,911,31421616.97,4000252.93,14397865.73,5821025.17,2726462.8,0.102,2030,Italy
P-2030-614,Utilities Upgrade Project 614,Quality Lab Upgrade,Europe,Warsaw Plant,435,47809486.69,8010629.88,23179850.7,8998224.91,3028226.14,0.05,2030,Italy
P-2030-615,Quality Lab Upgrade Project 615,Utilities Upgrade,Europe,Modena Plant,798,42532026.19,4865129.02,18873555.02,4940044.36,4587552.13,0.19,2030,Italy
P-2030-616,Plant Expansion Project 616,Utilities Upgrade,Europe,Manchester Plant,918,98660342.07,9055596.62,46881300.17,11656030.9,9660793.05,0.183,2030,Italy
P-2030-617,Quality Lab Upgrade Project 617,Utilities Upgrade,Europe,Manchester Plant,759,151315667.86,16730253.34,68303899.97,19973476.89,16265470.58,0.153,2030,Italy
P-2030-618,Utilities Upgrade Project 618,Utilities Upgrade,Europe,Le Havre Plant,756,67072233.3,8788820.04,31207123.02,7378064.58,7010514.74,0.167,2030,Italy
P-2030-619,Warehouse Automation Project 619,Warehouse Automation,Europe,Le Havre Plant,310,74355202.81,9787434.64,31725869.89,14553997.88,6554415.31,0.107,2030,Italy
P-2030-620,Utilities Upgrade Project 620,Warehouse Automation,Europe,Le Havre Plant,1255,30368445.48,4120160.76,13992512.17,6894733.87,1359800.65,0.102,2030,Italy
P-2030-621,Warehouse Automation Project 621,Warehouse Automation,Europe,Le Havre Plant,685,22040923.02,2450470.85,8796980.79,5879954.71,1203344.59,0.11,2030,Italy
P-2030-622,Filling Line Project 622,Filling Line,Asia Pacific,Guangzhou Plant,100,74370735.89,13708876.15,33005200.31,10451752.05,5838615.51,0.097,2030,Japan
P-2030-623,Mixing & Blending Project 623,Filling Line,Asia Pacific,Singapore Plant,770,62129801.22,10769083.01,24282060.78,12468290.19,6933860.92,0.067,2030,Japan
P-2030-624,Quality Lab Upgrade Project 624,Filling Line,Asia Pacific,Singapore Plant,461,46792960.95,6207538.03,20599354.73,8302309.29,4550483.21,0.123,2030,Japan
P-2030-625,Filling Line Project 625,Filling Line,Asia Pacific,Sydney Plant,463,47886253.77,9990553.73,18080292.54,9752200.3,4882204.75,0.055,2030,Japan
P-2030-626,Filling Line Project 626,Mixing & Blending,Asia Pacific,Sydney Plant,321,140628072.52,21924048.85,51840926.36,27763068.87,12985996.48,0.153,2030,Japan
P-2030-627,Utilities Upgrade Project 627,Mixing & Blending,Asia Pacific,Bangkok Plant,915,52440040.08,6097196.02,24288763.24,6321052.82,6376368.97,0.165,2030,Japan
P-2030-628,Processing System Project 628,Mixing & Blending,Asia Pacific,Bangkok Plant,266,167898773.44,21772357.52,68273232.91,31463980.93,17136246.14,0.145,2030,Japan
P-2030-629,Packaging Line Project 629,Packaging Line,Asia Pacific,Sydney Plant,898,94597744.96,11826168.6,36776483.34,19234674.2,12501334.14,0.104,2030,Japan
P-2030-630,Packaging Line Project 630,Packaging Line,Asia Pacific,Sydney Plant,100,105848262.28,14202074.52,52064366.04,15148155.31,10355151.28,0.093,2030,Japan
P-2030-631,Quality Lab Upgrade Project 631,Packaging Line,Asia Pacific,Guangzhou Plant,686,127970982.16,22367439.46,56218894.73,23234663.39,11372844.2,0.05,2030,Japan
P-2030-632,Plant Expansion Project 632,Plant Expansion,Asia Pacific,Singapore Plant,558,86276333.5,8492064.98,39034136.08,13141397.6,8263455.77,0.172,2030,Japan
P-2030-633,Packaging Line Project 633,Plant Expansion,Asia Pacific,Bangkok Plant,125,67342505.66,11326727.23,30390938.91,7272018.84,5120991.88,0.146,2030,Japan
P-2030-634,Processing System Project 634,Processing System,Asia Pacific,Bangkok Plant,944,30927053.44,4685698.16,13113067.2,5624637.72,2514125.56,0.112,2030,Japan
P-2030-635,Processing System Project 635,Processing System,Asia Pacific,Guangzhou Plant,567,23244111.17,4135109.69,10146063.06,4735204.24,1655552.2,0.05,2030,Japan
P-2030-636,Packaging Line Project 636,Processing System,Asia Pacific,Bangkok Plant,367,63153345.66,10361441.21,27785866.83,9934647.36,6659197.32,0.066,2030,Japan
P-2030-637,Processing System Project 637,Processing System,Asia Pacific,Guangzhou Plant,268,56573144.98,9413620.73,23432573.7,11258956.36,5365920.32,0.058,2030,Japan
P-2030-638,Quality Lab Upgrade Project 638,Quality Lab Upgrade,Asia Pacific,Sydney Plant,679,33852286.9,5012215.98,17090331.61,3450068.26,3173533.2,0.126,2030,Japan
P-2030-639,Quality Lab Upgrade Project 639,Quality Lab Upgrade,Asia Pacific,Singapore Plant,660,27071115.59,3543778.38,12477132.58,3554425.95,3009270.01,0.104,2030,Japan
P-2030-640,Quality Lab Upgrade Project 640,Quality Lab Upgrade,Asia Pacific,Bangkok Plant,875,16999600.38,1122274.79,7515799.22,3087427.52,1747614.1,0.171,2030,Japan
P-2030-641,Quality Lab Upgrade Project 641,Quality Lab Upgrade,Asia Pacific,Guangzhou Plant,881,16592252.56,1101967.65,7366691.61,3676036.54,1387188.27,0.149,2030,Japan
P-2030-642,Utilities Upgrade Project 642,Utilities Upgrade,Asia Pacific,Guangzhou Plant,303,33603271.57,4606658.32,12711723.85,7192440.14,1954038.45,0.2,2030,Japan
P-2030-643,Utilities Upgrade Project 643,Utilities Upgrade,Asia Pacific,Bangkok Plant,1185,54009666.51,8555069.07,19397941.48,12418624.82,5314749.22,0.085,2030,Japan
P-2030-644,Warehouse Automation Project 644,Utilities Upgrade,Asia Pacific,Bangkok Plant,377,69374684.8,9188427.23,29875168.69,12532930.8,6885377.68,0.082,2030,Japan
P-2030-645,Filling Line Project 645,Filling Line,Middle East & Africa,Johannesburg Plant,667,156288659.88,22481651.42,55155456.96,31475686.79,17946184.27,0.143,2030,Kenya
P-2030-646,Plant Expansion Project 646,Filling Line,Middle East & Africa,Cairo Plant,787,37010515.33,5079218.18,14722322.91,7101430.66,4499822.13,0.106,2030,Kenya
P-2030-647,Filling Line Project 647,Filling Line,Middle East & Africa,Dubai Plant,913,35744294.71,5534052.97,13994343.79,7828965.74,3892172.58,0.062,2030,Kenya
P-2030-648,Quality Lab Upgrade Project 648,Filling Line,Middle East & Africa,Dubai Plant,339,16423954.19,2166743.7,7969438.14,3171465.65,1035378.83,0.059,2030,Kenya
P-2030-649,Mixing & Blending Project 649,Mixing & Blending,Middle East & Africa,Cairo Plant,617,52656447.82,6481094.6,26622747.13,9488120.6,3177290.61,0.072,2030,Kenya
P-2030-650,Mixing & Blending Project 650,Mixing & Blending,Middle East & Africa,Johannesburg Plant,824,16504011.39,1685051.54,6299501.65,4042680.9,1435897.12,0.159,2030,Kenya
P-2030-651,Warehouse Automation Project 651,Mixing & Blending,Middle East & Africa,Cairo Plant,567,10662778.51,907693.26,4193842.51,2211305.5,883740.88,0.2,2030,Kenya
P-2030-652,Mixing & Blending Project 652,Plant Expansion,Middle East & Africa,Cairo Plant,942,74412279.21,7950134.64,34292916.62,9076428.22,7093796.43,0.178,2030,Kenya
P-2030-653,Plant Expansion Project 653,Plant Expansion,Middle East & Africa,Dubai Plant,100,112749770.11,17413967.41,50145049.33,14585489.58,10449766.71,0.125,2030,Kenya
P-2030-654,Plant Expansion Project 654,Plant Expansion,Middle East & Africa,Riyadh Plant,987,33648792.42,5285746.72,14486228.22,4603941.83,2405896.43,0.154,2030,Kenya
P-2030-655,Mixing & Blending Project 655,Plant Expansion,Middle East & Africa,Johannesburg Plant,100,122598516.63,19287794.12,54847685.41,15296893.19,12255155.26,0.116,2030,Kenya
P-2030-656,Processing System Project 656,Processing System,Middle East & Africa,Johannesburg Plant,805,12617411.84,840015.69,5546075.81,2964601.18,944744.49,0.166,2030,Kenya
P-2030-657,Packaging Line Project 657,Processing System,Middle East & Africa,Johannesburg Plant,690,9372774.59,677999.02,4135126.0,1956191.46,689381.31,0.166,2030,Kenya
P-2030-658,Packaging Line Project 658,Processing System,Middle East & Africa,Dubai Plant,1014,16873866.34,1053115.36,7378458.24,3405495.78,1599826.87,0.177,2030,Kenya
P-2030-659,Plant Expansion Project 659,Processing System,Middle East & Africa,Cairo Plant,888,14380310.94,958305.75,5744849.27,2969831.39,1657794.16,0.168,2030,Kenya
P-2030-660,Processing System Project 660,Quality Lab Upgrade,Middle East & Africa,Cairo Plant,417,31341100.14,4000981.61,13961038.97,6136895.02,2180684.55,0.129,2030,Kenya
P-2030-661,Quality Lab Upgrade Project 661,Quality Lab Upgrade,Middle East & Africa,Cairo Plant,419,46233170.59,5934382.02,19693566.01,9258939.16,2636712.45,0.16,2030,Kenya
P-2030-662,Utilities Upgrade Project 662,Quality Lab Upgrade,Middle East & Africa,Cairo Plant,348,59652835.53,8755959.57,22734044.71,11069348.07,4409132.89,0.184,2030,Kenya
P-2030-663,Quality Lab Upgrade Project 663,Quality Lab Upgrade,Middle East & Africa,Dubai Plant,733,22463053.06,1832988.79,8941848.06,5016318.12,2147416.74,0.157,2030,Kenya
P-2030-664,Utilities Upgrade Project 664,Utilities Upgrade,Middle East & Africa,Cairo Plant,552,32616704.85,5007567.71,15555821.85,3163133.61,3056607.65,0.114,2030,Kenya
P-2030-665,Plant Expansion Project 665,Utilities Upgrade,Middle East & Africa,Dubai Plant,693,41614603.38,5343070.97,21897946.91,5282542.28,3978265.78,0.065,2030,Kenya
P-2030-666,Utilities Upgrade Project 666,Utilities Upgrade,Middle East & Africa,Cairo Plant,455,15464466.52,1409866.76,6917778.55,2490097.85,1311576.64,0.199,2030,Kenya
